id,title,author,text,label,content
4.0,Spotlight On Non-Communicable Diseases: Why Are Younger People Getting Cancer? - CNBC-TV18,Unknown,"#MedicineBox | What are non-communicable diseases & what are their causes? Ekta Batra speaks to Dr Hemant P Thacker, internal medicine consultant at Sir HN R...",1.0,
5.0,BJD announces next list of candidates for Lok Sabha and Assembly seats - OTV News,Himansu Shekhar Rout,"BJD supremo and Chief Minister Naveen Patnaik announced the names of nine Assembly seats and one Lok Sabha seat on Thursday. While the ruling party has repeated candidates in five Assembly seats, sitting MLAs were dropped in four seats.",1.0,
6.0,"""Why Was School Open On Eid?"" Questions Arise After 6 Students Die In Crash - NDTV",Unknown,A devastating accident in Haryana's Mahendragarh involving a school bus that killed six students on their way to school this morning raised questions about the safety of the buses and a debate over who should be held responsible.,1.0,
7.0,Allu Arjun's Pushpa 2 Makers Spent ₹60 Crore On A Six-Minute Scene: Report - NDTV Movies,Unknown,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",1.0,
8.0,Netanyahu declares preparation for 'scenarios' other than Gaza amid Iran's retaliatory attack threat | Mint - Mint,Arshdeep kaur,"‘Whoever harms us, we will harm them,’ said Benjamin Netanyahu on Iran's retaliatory attack threat.",1.0,
9.0,"S&P, Nasdaq rise as fresh inflation data allays rate fears By Reuters - Investing.com",Reuters,"S&P 500, Dow subdued after bond yields rebound",1.0,
10.0,"Killed Terrorists On Their Turf, Scrapped Article 370: PM Modi Highlights Achievements Of 'Strong Govt' - News18",Poulami Kundu,"Under the leadership of what he referred to as the ‘mazboot Modi sarkar,' the Prime Minister asserted that the country now boasts a robust government that ensures national security, even in conflict zones",1.0,
11.0,University of Adelaide Joins NASA's Quest for Lunar Volatiles - India Education Diary,iednewsdesk,"NASA has announced the selection of three new lunar surface science experiments as part of its Artemis III mission, including the Lunar Dielectric Analyzer, which will search for lunar ice and other volatiles with input from the University of Adelaid",1.0,
12.0,'If not released...': Arvind Kejriwal's plea in Supreme Court against arrest - India Today,Srishti Ojha,Kejriwal039s petition before the Supreme Court states thatifthe Delhi CM isnotreleased forthwith to participate in the upcoming elections it will set a precedent for ruling parties to arrest opposition leaders on flimsy charges before elections,1.0,
13.0,Eid-al-Fitr 2024: Mumbai cops lathi-charge Salman Khan fans outside his apartment | Watch | Mint - Mint,Arshdeep kaur,The sea of fans caused a chaos and disrupted traffic in Bandra as they hoped to catch a glimpse of the actors on Eid.,1.0,
14.0,"IPL 2024: Match 26, LSG vs DC Match Prediction – Who will win today’s IPL match between LSG and DC? - CricTracker",Mihir Korde,PreviewThe upcoming fixture in the seventeenth edition of the Indian Premier League 2024 will witness the Lucknow Super Giants (LSG) locking horns with the Delhi Capitals (DC) at the Ekana Intern,1.0,
15.0,Google shows of its cloud AI tools for companies after CEO Sundar Pichai's “completely unacceptable” blas - The Times of India,TOI Tech Desk,"TECH NEWS News: Google Cloud introduces upgrades to AI offerings, emphasizing safety and control for businesses. CEO showcases Gemini model's capabilities in creating",1.0,
16.0,"AP Inter Results 2024 Live Updates: BIEAP 1st, 2nd year results likely on April 12 at bie.ap.gov.in. | Mint - Mint",Livemint,"AP Inter Results 2024 Live Updates: The results of both the first and second-year Intermediate exams, conducted by the Andhra Pradesh Board of Intermediate Examination (BIEAP), are anticipated to be announced shortly. Check all the AP Inter Results 2024 Live …",1.0,
17.0,"Bade Miyan Chote Miyan Day 1 Box Office: Expected 415.46% Higher Collection Than His Last Eid Opening, Will Akshay Kumar Match Bhool Bhulaiyaa’s Success – Revisiting Stats! - Koimoi",Trisha Gaur,"While Bade Miyan Chote Miyan seems to bring decent numbers at the box office on day 1, his last Eid release was a magician's spell!",1.0,
18.0,"Bharti Hexacom IPO: Robust debut on the cards, experts eye 15% premium - Moneycontrol",Veer Sharma,Bharti Hexacom IPO: The price band for the issue has been fixed at Rs 542-Rs 570 per share,1.0,
19.0,"Maidaan Box Office: Ajay Devgn starrer takes a start with Wednesday evening paid previews, reports are fantastic - Bollywood Hungama",Bollywood Hungama,"Maidaan Box Office: Ajay Devgn starrer takes a start with Wednesday evening paid previews, reports are fantastic. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood New…",1.0,
20.0,"Justin Trudeau rakes up Nijjar killing again, says earlier govt was 'cosy' with India | 5 points - Hindustan Times",HT News Desk,Canadian PM Justin Trudeau said his government has always stood up to defend minorities in Canada and the rights of minorities to speak out. | World News,1.0,
1.0,"IPL Live Score 2024, MI vs RCB: Karthik finish helps Bengaluru to 196/8 - Hindustan Times",HT Sports Desk,"IPL Live Score 2024 MI vs RCB, Mumbai Indians vs Royal Challengers Bengaluru: Dinesh Karthik finished unbeaten on 53 off 23 after Jasprit Bumrah returned 5/21.",1.0,
2.0,‘We hope that…’: China reacts to PM Modi's remarks on ‘prolonged’ border dispute - Hindustan Times,HT News Desk,"On PM Narendra Modi's border row comments, China said “sound and stable ties” serve the common interest of both Beijing and New Delhi. | Latest News India",1.0,
3.0,Apple iPhone users in India and 91 other countries receive alerts on mercenary spyware threat - BusinessLine,Unknown,No description available,1.0,
4.0,Spotlight On Non-Communicable Diseases: Why Are Younger People Getting Cancer? - CNBC-TV18,Unknown,"#MedicineBox | What are non-communicable diseases & what are their causes? Ekta Batra speaks to Dr Hemant P Thacker, internal medicine consultant at Sir HN R...",1.0,
5.0,BJD announces next list of candidates for Lok Sabha and Assembly seats - OTV News,Himansu Shekhar Rout,"BJD supremo and Chief Minister Naveen Patnaik announced the names of nine Assembly seats and one Lok Sabha seat on Thursday. While the ruling party has repeated candidates in five Assembly seats, sitting MLAs were dropped in four seats.",1.0,
6.0,"""Why Was School Open On Eid?"" Questions Arise After 6 Students Die In Crash - NDTV",Unknown,A devastating accident in Haryana's Mahendragarh involving a school bus that killed six students on their way to school this morning raised questions about the safety of the buses and a debate over who should be held responsible.,1.0,
7.0,Allu Arjun's Pushpa 2 Makers Spent ₹60 Crore On A Six-Minute Scene: Report - NDTV Movies,Unknown,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",1.0,
8.0,Netanyahu declares preparation for 'scenarios' other than Gaza amid Iran's retaliatory attack threat | Mint - Mint,Arshdeep kaur,"‘Whoever harms us, we will harm them,’ said Benjamin Netanyahu on Iran's retaliatory attack threat.",1.0,
9.0,"S&P, Nasdaq rise as fresh inflation data allays rate fears By Reuters - Investing.com",Reuters,"S&P 500, Dow subdued after bond yields rebound",1.0,
10.0,"Killed Terrorists On Their Turf, Scrapped Article 370: PM Modi Highlights Achievements Of 'Strong Govt' - News18",Poulami Kundu,"Under the leadership of what he referred to as the ‘mazboot Modi sarkar,' the Prime Minister asserted that the country now boasts a robust government that ensures national security, even in conflict zones",1.0,
11.0,University of Adelaide Joins NASA's Quest for Lunar Volatiles - India Education Diary,iednewsdesk,"NASA has announced the selection of three new lunar surface science experiments as part of its Artemis III mission, including the Lunar Dielectric Analyzer, which will search for lunar ice and other volatiles with input from the University of Adelaid",1.0,
12.0,'If not released...': Arvind Kejriwal's plea in Supreme Court against arrest - India Today,Srishti Ojha,Kejriwal039s petition before the Supreme Court states thatifthe Delhi CM isnotreleased forthwith to participate in the upcoming elections it will set a precedent for ruling parties to arrest opposition leaders on flimsy charges before elections,1.0,
13.0,Eid-al-Fitr 2024: Mumbai cops lathi-charge Salman Khan fans outside his apartment | Watch | Mint - Mint,Arshdeep kaur,The sea of fans caused a chaos and disrupted traffic in Bandra as they hoped to catch a glimpse of the actors on Eid.,1.0,
14.0,"IPL 2024: Match 26, LSG vs DC Match Prediction – Who will win today’s IPL match between LSG and DC? - CricTracker",Mihir Korde,PreviewThe upcoming fixture in the seventeenth edition of the Indian Premier League 2024 will witness the Lucknow Super Giants (LSG) locking horns with the Delhi Capitals (DC) at the Ekana Intern,1.0,
15.0,Google shows of its cloud AI tools for companies after CEO Sundar Pichai's “completely unacceptable” blas - The Times of India,TOI Tech Desk,"TECH NEWS News: Google Cloud introduces upgrades to AI offerings, emphasizing safety and control for businesses. CEO showcases Gemini model's capabilities in creating",1.0,
16.0,"AP Inter Results 2024 Live Updates: BIEAP 1st, 2nd year results likely on April 12 at bie.ap.gov.in. | Mint - Mint",Livemint,"AP Inter Results 2024 Live Updates: The results of both the first and second-year Intermediate exams, conducted by the Andhra Pradesh Board of Intermediate Examination (BIEAP), are anticipated to be announced shortly. Check all the AP Inter Results 2024 Live …",1.0,
17.0,"Bade Miyan Chote Miyan Day 1 Box Office: Expected 415.46% Higher Collection Than His Last Eid Opening, Will Akshay Kumar Match Bhool Bhulaiyaa’s Success – Revisiting Stats! - Koimoi",Trisha Gaur,"While Bade Miyan Chote Miyan seems to bring decent numbers at the box office on day 1, his last Eid release was a magician's spell!",1.0,
18.0,"Bharti Hexacom IPO: Robust debut on the cards, experts eye 15% premium - Moneycontrol",Veer Sharma,Bharti Hexacom IPO: The price band for the issue has been fixed at Rs 542-Rs 570 per share,1.0,
19.0,"Maidaan Box Office: Ajay Devgn starrer takes a start with Wednesday evening paid previews, reports are fantastic - Bollywood Hungama",Bollywood Hungama,"Maidaan Box Office: Ajay Devgn starrer takes a start with Wednesday evening paid previews, reports are fantastic. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood New…",1.0,
20.0,"Justin Trudeau rakes up Nijjar killing again, says earlier govt was 'cosy' with India | 5 points - Hindustan Times",HT News Desk,Canadian PM Justin Trudeau said his government has always stood up to defend minorities in Canada and the rights of minorities to speak out. | World News,1.0,
1.0,"IPL Live Score 2024, MI vs RCB: Karthik finish helps Bengaluru to 196/8 - Hindustan Times",HT Sports Desk,"IPL Live Score 2024 MI vs RCB, Mumbai Indians vs Royal Challengers Bengaluru: Dinesh Karthik finished unbeaten on 53 off 23 after Jasprit Bumrah returned 5/21.",1.0,
2.0,‘We hope that…’: China reacts to PM Modi's remarks on ‘prolonged’ border dispute - Hindustan Times,HT News Desk,"On PM Narendra Modi's border row comments, China said “sound and stable ties” serve the common interest of both Beijing and New Delhi. | Latest News India",1.0,
3.0,Apple iPhone users in India and 91 other countries receive alerts on mercenary spyware threat - BusinessLine,Unknown,No description available,1.0,
4.0,Spotlight On Non-Communicable Diseases: Why Are Younger People Getting Cancer? - CNBC-TV18,Unknown,"#MedicineBox | What are non-communicable diseases & what are their causes? Ekta Batra speaks to Dr Hemant P Thacker, internal medicine consultant at Sir HN R...",1.0,
5.0,BJD announces next list of candidates for Lok Sabha and Assembly seats - OTV News,Himansu Shekhar Rout,"BJD supremo and Chief Minister Naveen Patnaik announced the names of nine Assembly seats and one Lok Sabha seat on Thursday. While the ruling party has repeated candidates in five Assembly seats, sitting MLAs were dropped in four seats.",1.0,
6.0,"""Why Was School Open On Eid?"" Questions Arise After 6 Students Die In Crash - NDTV",Unknown,A devastating accident in Haryana's Mahendragarh involving a school bus that killed six students on their way to school this morning raised questions about the safety of the buses and a debate over who should be held responsible.,1.0,
7.0,Allu Arjun's Pushpa 2 Makers Spent ₹60 Crore On A Six-Minute Scene: Report - NDTV Movies,Unknown,"NDTV.com: India, Business, Bollywood, Cricket, Video and Breaking News",1.0,
8.0,Netanyahu declares preparation for 'scenarios' other than Gaza amid Iran's retaliatory attack threat | Mint - Mint,Arshdeep kaur,"‘Whoever harms us, we will harm them,’ said Benjamin Netanyahu on Iran's retaliatory attack threat.",1.0,
9.0,"S&P, Nasdaq rise as fresh inflation data allays rate fears By Reuters - Investing.com",Reuters,"S&P 500, Dow subdued after bond yields rebound",1.0,
10.0,"Killed Terrorists On Their Turf, Scrapped Article 370: PM Modi Highlights Achievements Of 'Strong Govt' - News18",Poulami Kundu,"Under the leadership of what he referred to as the ‘mazboot Modi sarkar,' the Prime Minister asserted that the country now boasts a robust government that ensures national security, even in conflict zones",1.0,
11.0,University of Adelaide Joins NASA's Quest for Lunar Volatiles - India Education Diary,iednewsdesk,"NASA has announced the selection of three new lunar surface science experiments as part of its Artemis III mission, including the Lunar Dielectric Analyzer, which will search for lunar ice and other volatiles with input from the University of Adelaid",1.0,
12.0,'If not released...': Arvind Kejriwal's plea in Supreme Court against arrest - India Today,Srishti Ojha,Kejriwal039s petition before the Supreme Court states thatifthe Delhi CM isnotreleased forthwith to participate in the upcoming elections it will set a precedent for ruling parties to arrest opposition leaders on flimsy charges before elections,1.0,
13.0,Eid-al-Fitr 2024: Mumbai cops lathi-charge Salman Khan fans outside his apartment | Watch | Mint - Mint,Arshdeep kaur,The sea of fans caused a chaos and disrupted traffic in Bandra as they hoped to catch a glimpse of the actors on Eid.,1.0,
14.0,"IPL 2024: Match 26, LSG vs DC Match Prediction – Who will win today’s IPL match between LSG and DC? - CricTracker",Mihir Korde,PreviewThe upcoming fixture in the seventeenth edition of the Indian Premier League 2024 will witness the Lucknow Super Giants (LSG) locking horns with the Delhi Capitals (DC) at the Ekana Intern,1.0,
15.0,Google shows of its cloud AI tools for companies after CEO Sundar Pichai's “completely unacceptable” blas - The Times of India,TOI Tech Desk,"TECH NEWS News: Google Cloud introduces upgrades to AI offerings, emphasizing safety and control for businesses. CEO showcases Gemini model's capabilities in creating",1.0,
16.0,"AP Inter Results 2024 Live Updates: BIEAP 1st, 2nd year results likely on April 12 at bie.ap.gov.in. | Mint - Mint",Livemint,"AP Inter Results 2024 Live Updates: The results of both the first and second-year Intermediate exams, conducted by the Andhra Pradesh Board of Intermediate Examination (BIEAP), are anticipated to be announced shortly. Check all the AP Inter Results 2024 Live …",1.0,
17.0,"Bade Miyan Chote Miyan Day 1 Box Office: Expected 415.46% Higher Collection Than His Last Eid Opening, Will Akshay Kumar Match Bhool Bhulaiyaa’s Success – Revisiting Stats! - Koimoi",Trisha Gaur,"While Bade Miyan Chote Miyan seems to bring decent numbers at the box office on day 1, his last Eid release was a magician's spell!",1.0,
18.0,"Bharti Hexacom IPO: Robust debut on the cards, experts eye 15% premium - Moneycontrol",Veer Sharma,Bharti Hexacom IPO: The price band for the issue has been fixed at Rs 542-Rs 570 per share,1.0,
19.0,"Maidaan Box Office: Ajay Devgn starrer takes a start with Wednesday evening paid previews, reports are fantastic - Bollywood Hungama",Bollywood Hungama,"Maidaan Box Office: Ajay Devgn starrer takes a start with Wednesday evening paid previews, reports are fantastic. Bollywood News: Latest Bollywood News, Bollywood News Today, Bollywood Celebrity News, Breaking News, Celeb News, Celebrities News, Bollywood New…",1.0,
20.0,"Justin Trudeau rakes up Nijjar killing again, says earlier govt was 'cosy' with India | 5 points - Hindustan Times",HT News Desk,Canadian PM Justin Trudeau said his government has always stood up to defend minorities in Canada and the rights of minorities to speak out. | World News,1.0,
1.0,"Indian stock market: 10 key things that changed for market overnight - Gift Nifty, US inflation to rally in tech stocks | Mint - Mint",Livemint,"Indian stock market: Gift Nifty was trading around the 22,675 level, a discount of nearly 130 points from the Nifty futures’ Wednesday’s close, indicating a gap-down start for the Indian stock market indices.",1.0,
2.0,Parkinson’s Awareness Month 2024: Know the symptoms and various stages of this disease - India TV News,Rahul Pratyush,"April is Parkinson's Awareness Month, a time to shed light on this progressive neurological condition. By recognising the symptoms and understanding the stages of Parkinson's disease, we can empower ourselves and others to seek timely diagnosis and support.",1.0,
3.0,'Fraudulent allegations': Shashi Tharoor warns Rajeev Chandrasekhar of legal action after notice - Hindustan Times,HT News Desk,Rajeev Chandrasekhar on Thursday sent a legal defamation notice to Shashi Tharoor - his challenger from Kerala's Thiruvananthapuram. | Latest News India,1.0,
4.0,Israel On Alert After Iran Vows Reprisals Over Deadly Embassy Strike - NDTV,Unknown,"Israel was on alert Thursday after its arch-foe Iran threatened reprisals over a strike in Syria this month that killed two Iranian generals, and as the war against Hamas ground on in Gaza.",1.0,
5.0,Texans anticipate unpredictable weather ahead of total solar eclipse - AP Archive,Unknown,(7 Apr 2024) RESTRICTION SUMMARY: ASSOCIATED PRESSDallas – 6 April 20241. Various of clouds passing overhead in Downtown Dallas 2. SOUNDBITE (English) Juan G...,1.0,
6.0,"Virat Kohli reminds MI fans Hardik Pandya plays for India, asks trolls to applaud under-fire Mumbai skipper at Wankhede - Hindustan Times",HT Sports Desk,"Coming out in support of Hardik Pandya, RCB icon Virat Kohli urged MI fans to applaud the underfire Mumbai skipper at the Wankhede. | Cricket",1.0,
7.0,CSDS-Lokniti 2024 pre-poll survey | Remarkable support for religious pluralism - The Hindu,The Hindu,No description available,1.0,
8.0,"Hot Stocks: Petronet LNG, Data Patterns, Bharat Electronics may deliver 18-20% returns - Moneycontrol",Vidnyan Sawant,"In terms of levels, immediate resistance for Nifty is noted at 22,900, followed by further resistance at 23,170 and 23,400. Conversely, crucial support levels are identified at 22,500 and 22,300.",1.0,
9.0,Apple warns users in over 90 countries on mercenary spyware attacks - GSMArena.com news - GSMArena.com,Yordan,"The list of countries includes India, as the company sends a threat notification email to targeted users. Apple warned users in 92 countries they might...",1.0,
10.0,10% of Kol’s Parkinson’s patients aged below 40 - The Times of India,Prithvijit Mitra,"Kolkata: A growing number of Parkinson’s disease patients in Kolkata are being diagnosed at a younger age, with around 10% of them now below the age o.",1.0,
11.0,Liverpool player ratings: Van Dijk earns a disappointing 3/10 as Atalanta stun Reds - ESPN India,Adam Brown,Virgil van Dijk capped off a poor performance in defence as Liverpool were stunned 3-0 in the first leg of their UEFA Europa League quarterfinal against Atalanta.,1.0,
12.0,"Career Horoscope Today for April 12, 2024: Astro tips to work-life balance - Hindustan Times",Neeraj Dhankher,"Daily Horoscope Today, April 12, 2024: Get daily career astrological predictions that will help you prosper at your workplace. | Horoscope",1.0,
13.0,"Congress razed Rajasthan temples, Rahul Gandhi doubted Army's valour: PM Narendra Modi - The Times of India","Sheo Shankar Jaiswal,Gaurav Talwar",India News: Modi accused Congress of demolishing temples in Rajasthan for appeasement. He criticized Congress for disrespecting Ram temple and boycotting the pran,1.0,
14.0,"Supreme Court judge's 'rip you apart' comment riles present, former judges - The Times of India",Dhananjay.Mahapatra,"India News: Justice Ahsanuddin Amanullah's criticism of Uttarakhand govt's laxity in controlling Patanjali Ayurved ads, breaching SC orders, sparked concerns amon",1.0,
15.0,Shah Rukh Khan graces Anand Pandit's daughter's wedding reception after greeting and wishing fans on Eid - TOI Etimes,TOI Entertainment Desk,"On April 11, Anand Pandit's daughter Aish's wedding reception saw a star-studded turnout from Bollywood and television. Shah Rukh Khan stood out in a",1.0,
16.0,"AP Inter Result 2024 Live Updates: BIEAP to release Manabadi 1st, 2nd Year result;details here - The Financial Express",The Financial Express,No description available,1.0,
17.0,"IPL 2024: Jasprit Bumrah, Ishan Kishan, Suryakumar Yadav star as Mumbai Indians demolish Royal Challenger - The Times of India",TOI Sports Desk,Cricket News: Suryakumar Yadav and Ishan Kishan provided the fireworks with the bat after Jasprit Bumrah's magical five-wicket haul as Mumbai Indians pummelled Roya,1.0,
18.0,Sunspot Pair May Have Erupted With 'Sympathetic Solar Flares' - video Dailymotion - Dailymotion,Unknown,"When sunspots erupt at nearly the same time, it could be something known as ""sympathetic solar flares."" A double eruption from sunspots AR3614 and AR3615 may be an example of it.   One of the flares was an X1-class flare and was captured in multiple wavelengt…",1.0,
19.0,DNA: हमास चीफ की फैमिली पर इजरायल की 'एयर स्ट्राइक' | Israel Hamas War Update | Ismail Haniyeh |Gaza - Zee News,Unknown,No description available,1.0,
20.0,Car-sized asteroid gives Earth a super-close shave with flyby closer than some satellites - Space.com,Josh Dinner,"It gets so close that the line on NASA's trajectory map for the asteroid actually passes through Earth as it crosses the planet's orbit. Don't worry, this is a harmless space rock.",1.0,
1.0,10 sparkling images of space captured by NASA - Hindustan Times,Khushi Pal,Here is a look at ten sparkling images of space shared by NASA.,1.0,
2.0,"IPL 2024, GT vs CSK Live Score: Injury-ravaged Chennai eye playoff berth - Hindustan Times",HT Sports Desk,"IPL 2024, GT vs CSK Live Score, Gujarat Titans vs Chennai Super Kings: Gujarat Titans face a must-win clash against Ruturaj Gaikwad's men in Ahmedabad",1.0,
3.0,Arvind Kejriwal Gets Big Supreme Court Relief. Interim Bail Till June 1 - NDTV,Unknown,"In a major relief, the Supreme Court has given Delhi Chief Minister Arvind Kejriwal interim bail till June 1, the final phase of voting for the seven-stage 2024 Lok Sabha election.",1.0,
4.0,"Ex-WFI chief Brij Bhushan to be charged with sexual harassment, criminal intimidation, orders Delhi court - Hindustan Times",HT News Desk,A Delhi court on Friday said there is sufficient material to frame sexual harassment charges against Brij Bhushan. | Latest News India,1.0,
5.0,Earth bracing for powerful solar storm after 20 years. Here's how it may impact you | Mint - Mint,Livemint,NOAA issued a severe geomagnetic storm warning on Thursday and classified it as a severe (G4) Geomagnetic Storm Watch,1.0,
6.0,Plea in SC questions EC’s delay in publishing voter turnout data of LS polls - The Hindu,The Hindu,No description available,1.0,
7.0,Lucknow Super Giants Pacer's Cryptic Post A Day After KL Rahul-Sanjiv Goenka Episode Goes Viral - NDTV Sports,Unknown,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",1.0,
8.0,iPad Air (2022) vs 11-inch iPad Air (2024): What’s the difference and which one to buy? - The Indian Express,The Indian Express,No description available,1.0,
9.0,"NASA Alert! Four Massive Asteroids Speeding Towards Earth: Check Speed, Distance And Time - Times Now",TN Tech Desk,"All four asteroids are classified under the Apollo group, known for occasionally intersecting Earth's orbit.",1.0,
10.0,Hillary Clinton accuses campus protestors of being ignorant of Mideast and US history: ‘Propaganda is not education’ - Hindustan Times,Hindustan Times,No description available,1.0,
11.0,Water Leaks From Ceiling Of Bengaluru Airport's Terminal 2 After Heavy Rain - NDTV,NDTV,No description available,1.0,
12.0,"Tata Motors Q4 Results: Cons PAT jumps 46% YoY to Rs 17,529 crore, beats estimates - The Economic Times",Shivendra Kumar,"Tata Motors Q4 Results: The company reported a net profit of Rs 12,033 crore in the year-ago period. The revenue for the quarter under review stood at Rs 1.20 lakh crore which was a 13.3% YoY jump.",1.0,
13.0,Krishnamma Movie review - Gulte,Satya B,"Satyadev's latest 'Krishnamma' created a good buzz among cinegoers with Koratala Siva presenting it. The movie has been released today. Let's check what it is about. Story : The movie deals with the lives of three orphans, Bhadra(Satya Dev), Shiva(Krishna Bur…",1.0,
14.0,'You need to use him as...': Sourav Ganguly's suggestion for 'in-form' Virat Kohli's role in T20 World Cu - The Times of India,The Times of India,No description available,1.0,
15.0,"World Lupus Day: How does sun exposure impact lupus symptoms, and how it can be minimised - Moneycontrol",Nivedita,World Lupus Day: This day is dedicated to people worldwide who suffers from autoimmune disease. It is commemorated annually on 10 May. Here are the impacts of sun exposure on lupus symptoms and how it can be minimised.,1.0,
16.0,ED On Arvind Kejriwal Supreme Court Hearing Live: ED ने कैसे फंसाया कोर्ट में पेंच देखें LIVE - Zee News,Unknown,ED On Arvind Kejriwal Supreme Court Hearing Live: ED ने कैसे फंसाया कोर्ट में पेंच देखें LIVE#breakingnews #supremecourt #livenews #arvindkejriwal #delhiliqo...,1.0,
17.0,"Go Digit IPO: Virat Kohli, Anushka Sharma to get 271% return. Their profit will be… - Hindustan Times",HT News Desk,"Virat Kohli bought 266,667 shares at a per unit price of ₹75 each through a private placement in January 2020. Here's how much he would gain from Go Digit IPO",1.0,
18.0,"Supreme Court disposes of former Jharkhand CM Hemant Soren's plea in money laundering case, calls it 'infructuous' | Mint - Mint",Livemint,Hemant Soren's plea sought a directive to the high court to deliver its verdict on his petition challenging his arrest by the Enforcement Directorate in the money laundering case.,1.0,
19.0,"OpenAI plans to launch an AI-powered search engine, potentially challenging Google's dominance - afaqs!",afaqs! news bureau,The venture is anticipated to enhance ChatGPT's ability to retrieve real-time information and incorporate citations in its responses.,1.0,
20.0,Marathi actor denied hotel room for being transgender - India Today,India Today Entertainment Desk,Marathi actor Pranit Hatte shared a video on Instagram and revealed how she was denied a room in a hotel for being transgender The actor shared their anger and frustration regarding the room cancellation,1.0,
1.0,"Nearly 40% of the cancer cases are due to obesity, finds new study - The Times of India",etimes.in,"A study linking cancer to obesity highlights the crucial role of BMI, inflammation, and lifestyle factors in cancer development. The researchers ident",1.0,
2.0,"KKR vs MI LIVE Score, IPL 2024: What Will Happen To KKR's Playoff Chances If Rain Washes Out Game? - NDTV Sports",Unknown,"Comprehensive up-to-date news coverage, aggregated from sources all over the world by Google News.",1.0,
3.0,"OpenAI announces May 13 event to launch something magical, Sam Altman confirms it’s not Google Search alternative - The Financial Express",The Financial Express,No description available,1.0,
4.0,"Rishabh Pant suspended for DC’s crucial clash against RCB, Axar Patel named captain - The Indian Express",The Indian Express,No description available,1.0,
5.0,Aamir Khan reveals he still has one regret about his role in Sarfarosh: ‘Ye scenes dobara nahi kar sakte?’ - Hindustan Times,HT Entertainment Desk,"Aamir Khan, Sonali Bendre and Naseeruddin Shah celebrated the 25th anniversary of Sarfarosh recently. Check out what Aamir said about the role. | Bollywood",1.0,
6.0,"Betrayed By Indore Pick, Congress Bats For NOTA To ""Teach BJP A Lesson"" - NDTV",Unknown,"Jolted by its Indore Lok Sabha candidate withdrawing its nomination and then rubbing salt in its wounds by joining the BJP, the Congress is now banking on the NOTA - none of the above - option to ""teach a lesson"" to the ruling party.",1.0,
7.0,"'I feel sitting beside him is sin': Will not visit Raj Bhavan till C V Ananda Bose is governor, says Mamata Banerjee - The Indian Express",The Indian Express,No description available,1.0,
8.0,‘FLiRT’ COVID-19 subvariant: 5 things you need to know - The Week,Avanthika A.S.,"Covid FLIRT variant: According to the IDSA, this variant spreads by the person's respiratory droplets to others, by touching infected surfaces like kitchen countertops, furniture and elevator buttons. T",1.0,
9.0,Hinduja led IIHL gets Irdai's nod for acquisition of Reliance Capital - Business Standard,Dev Chatterjee,"The approval is subject to certain 'regulatory, statutory, and judicial' clearances/compliances, says IIHL spokesperson",1.0,
10.0,Hamas armed wing releases video of hostage held in Gaza - The Hindu,The Hindu,No description available,1.0,
11.0,Sleep: Scientists have found a new found pillar of health? - The Times of India,Maitree Baral,"Quality sleep is essential for overall health. Disrupted sleep schedules, influenced by social media and stress, can lead to cognitive decline and hea",1.0,
12.0,"PM To Quit At 75, Says Arvind Kejriwal. No Such Rule, Responds Amit Shah - NDTV",Unknown,Home Minister Amit Shah today returned fire at Delhi Chief Minister Arvind Kejriwal over the Aam Aadmi Party (AAP) chief's swipe at Prime Minister Narendra Modi is setting the ground for Mr Shah to take over as Prime Minister in future.,1.0,
13.0,Bhavish Aggarwal vs LinkedIn: Ola to switch from Microsoft Azure to its own Krutrim Cloud - Hindustan Times,HT News Desk,"“Since LinkedIn is owned by Microsoft and Ola is a big customer of Azure, we’ve decided to move our entire workload,” Bhavish Aggarwal said.",1.0,
14.0,Photo Moment: Pawan Kalyan and Ram Charan brimming with joy in Pithapuram - 123telugu,Unknown,"Telugu cinema news, Movie reviews, OTT News, OTT Release dates, Latest Movie reviews in Telugu, telugu movie reviews, Box office collections",1.0,
15.0,"Video: Huge Protests In Pakistan-Occupied Kashmir, Cops Fire AK-47s - NDTV",Unknown,"The Pakistani government is carrying out a massive crackdown on residents in Pakistan-occupied Kashmir, or PoK.",1.0,
16.0,'It is surprising ...' Mallikarjun Kharge responds with another letter after poll panel's castigation - The Times of India,TOI News Desk,India News: NEW DELHI: Congress president Mallikarjun Kharge on Saturday wrote a letter to the Election Commission of India responding to the accusations hurled u.,1.0,
17.0,Volatility rising much ahead of elections over the years; why and what does it mean for traders - Moneycontrol,Sucheta Anchaliya,The market's forecast of a security's price movement is known as implied volatility. IV is frequently used to price options contracts where high implied volatility leads to higher premiums for options and vice versa.,1.0,
18.0,Israel orders new evacuations in southern Gaza in Rafah amid expanded operations - Hindustan Times,AP,"Israel has now evacuated the eastern third of Rafah, pushing the operation to the edges of the heavily populated central area | World News",1.0,
19.0,"Solar storm intensifies across US, Europe, filling skies with northern lights - Deccan Herald",International New York Times,No description available,1.0,
